ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 0007809,Distributor,2020-12-01,USD,5,0.2,5373.400000000001,3062.838,Collectibles,Llorens Ltd,1074.68,21493.600000000002,6179.410000000002
SO - 0003232,Distributor,2019-07-03,USD,5,0.1,6545.900000000001,4713.048,Vanities,Llorens Ltd,654.5900000000001,29456.550000000003,5891.310000000005
SO - 0004728,In-Store,2019-12-28,USD,7,0.2,1118.9,760.8520000000001,Vanities,Llorens Ltd,223.78000000000003,6265.840000000001,939.8760000000002
SO - 0006615,In-Store,2020-07-26,USD,1,0.15,5132.2,2925.354,Vanities,Llorens Ltd,769.8299999999999,4362.37,1437.016
SO - 0004951,In-Store,2020-02-02,USD,1,0.1,207.7,89.311,Bean Bags,Llorens Ltd,20.77,186.92999999999998,97.61899999999997
SO - 0002053,Wholesale,2019-01-25,USD,4,0.05,3691.7,2584.19,Dining Furniture,OHTA'S Corp,184.585,14028.46,3691.699999999999
SO - 0002852,Online,2019-05-16,USD,3,0.05,2398.6,1535.104,Dining Furniture,OHTA'S Corp,119.93,6836.01,2230.6980000000003
SO - 0002935,Online,2019-05-18,USD,6,0.05,3926.2,2237.934,Dining Furniture,OHTA'S Corp,196.31,22379.34,8951.735999999999
SO - 0004274,Online,2019-11-03,USD,7,0.05,1929.6,1003.392,Dining Furniture,OHTA'S Corp,96.48,12831.84,5808.096
SO - 0005877,Online,2020-05-05,USD,8,0.3,1072.0,793.28,Dining Furniture,OHTA'S Corp,321.59999999999997,6003.200000000001,-343.03999999999905
SO - 0007372,Distributor,2020-10-24,USD,1,0.15,5266.2,3528.3540000000003,Dining Furniture,OHTA'S Corp,789.93,4476.2699999999995,947.9159999999993
SO - 0007506,In-Store,2020-11-16,USD,6,0.05,1695.1,983.158,Dining Furniture,OHTA'S Corp,84.755,9662.07,3763.1219999999994
SO - 0001816,In-Store,2019-01-24,USD,7,0.05,1842.5,737.0,Wreaths,OHTA'S Corp,92.125,12252.625,7093.625
SO - 0003444,Wholesale,2019-07-25,USD,7,0.1,5065.2,3900.204,Stemware,OHTA'S Corp,506.52,31910.760000000002,4609.332000000002
SO - 0004293,Online,2019-11-07,USD,4,0.1,5500.7,3960.504,Stemware,OHTA'S Corp,550.07,19802.52,3960.504000000001
SO - 0005228,In-Store,2020-02-09,USD,4,0.075,2552.7000000000003,1327.4040000000002,Stemware,OHTA'S Corp,191.45250000000001,9444.990000000002,4135.374000000001
SO - 0005441,In-Store,2020-03-07,USD,1,0.2,958.1,469.469,Stemware,OHTA'S Corp,191.62,766.48,297.011
SO - 0007177,Wholesale,2020-10-14,USD,4,0.3,1058.6,508.128,Stemware,OHTA'S Corp,317.58,2964.08,931.568
SO - 0001156,In-Store,2018-10-15,USD,7,0.05,5788.8,2778.624,Accessories,OHTA'S Corp,289.44,38495.520000000004,19045.152000000006
SO - 0001669,Distributor,2018-12-11,USD,6,0.05,1031.8,598.444,Accessories,OHTA'S Corp,51.59,5881.259999999999,2290.5959999999995
SO - 0001944,Wholesale,2019-01-08,USD,3,0.05,3718.5,1970.805,Accessories,OHTA'S Corp,185.925,10597.724999999999,4685.309999999999
SO - 0005462,Online,2020-03-02,USD,5,0.1,2391.9,1602.573,Accessories,OHTA'S Corp,239.19000000000003,10763.55,2750.6849999999986
SO - 0002998,Distributor,2019-06-05,USD,1,0.075,254.6,117.116,Candles,OHTA'S Corp,19.095,235.505,118.389
SO - 0003922,In-Store,2019-09-16,USD,5,0.1,2224.4,1468.104,Candles,OHTA'S Corp,222.44000000000003,10009.8,2669.279999999999
SO - 0006924,In-Store,2020-08-30,USD,5,0.05,5802.2,4177.584,Candles,OHTA'S Corp,290.11,27560.45,6672.5300000000025
SO - 0007531,Online,2020-11-14,USD,4,0.075,1869.3,1345.896,Candles,OHTA'S Corp,140.1975,6916.41,1532.826
SO - 0001200,In-Store,2018-10-26,USD,1,0.05,1306.5,888.4200000000001,Cookware,OHTA'S Corp,65.325,1241.175,352.7549999999999
SO - 0002497,Online,2019-03-15,USD,8,0.3,1976.5,849.895,Cookware,OHTA'S Corp,592.9499999999999,11068.400000000001,4269.240000000002
SO - 0003218,In-Store,2019-06-07,USD,7,0.4,1909.5,1355.745,Cookware,OHTA'S Corp,763.8000000000001,8019.899999999999,-1470.3150000000014
SO - 0003235,In-Store,2019-06-20,USD,5,0.05,3403.6,2416.556,Cookware,OHTA'S Corp,170.18,16167.1,4084.3199999999997
SO - 0003534,Online,2019-08-05,USD,7,0.1,1118.9,939.876,Cookware,OHTA'S Corp,111.89000000000001,7049.070000000001,469.938000000001
SO - 0004080,Online,2019-09-30,USD,6,0.15,6217.6,2797.92,Cookware,OHTA'S Corp,932.64,31709.760000000002,14922.240000000002
SO - 0007501,Online,2020-11-14,USD,3,0.4,3959.7,2098.641,Cookware,OHTA'S Corp,1583.88,7127.459999999999,831.5369999999984
SO - 000227,In-Store,2018-07-18,USD,1,0.05,750.4,360.19199999999995,Bathroom Furniture,OHTA'S Corp,37.52,712.88,352.68800000000005
SO - 000127,In-Store,2018-07-06,USD,3,0.075,2988.2000000000003,2510.088,Sculptures,OHTA'S Corp,224.115,8292.255000000001,761.991
SO - 0001949,In-Store,2019-01-06,USD,8,0.2,6425.3,3212.65,Sculptures,OHTA'S Corp,1285.0600000000002,41121.92,15420.719999999998
SO - 0003766,Online,2019-08-30,USD,5,0.05,3825.7,3213.588,Sculptures,OHTA'S Corp,191.285,18172.075,2104.135
SO - 0006458,Online,2020-07-24,USD,7,0.2,1889.4,1265.898,Sculptures,OHTA'S Corp,377.88000000000005,10580.64,1719.3539999999994
SO - 0001737,Distributor,2018-12-17,USD,3,0.1,5768.7,3922.716,Audio,OHTA'S Corp,576.87,15575.49,3807.3420000000006
SO - 0002090,In-Store,2019-02-07,USD,7,0.2,1018.4,712.88,Audio,OHTA'S Corp,203.68,5703.04,712.8800000000001
SO - 0002244,Distributor,2019-02-24,USD,5,0.05,5701.7,2280.68,Audio,OHTA'S Corp,285.085,27083.074999999997,15679.674999999997
SO - 0003850,In-Store,2019-09-11,USD,6,0.15,2653.2000000000003,1485.7920000000004,Audio,OHTA'S Corp,397.98,13531.320000000002,4616.567999999999
SO - 0004200,Distributor,2019-10-11,USD,4,0.075,221.1,112.761,Audio,OHTA'S Corp,16.5825,818.0699999999999,367.02599999999995
SO - 000927,Wholesale,2018-09-24,USD,4,0.4,1762.1,1215.849,Bakeware,OHTA'S Corp,704.84,4229.039999999999,-634.3560000000007
SO - 0002422,Online,2019-03-06,USD,5,0.3,2814.0,1463.28,Bakeware,OHTA'S Corp,844.1999999999999,9849.0,2532.6000000000004
SO - 0005835,In-Store,2020-04-25,USD,2,0.3,1092.1,709.8650000000001,Bakeware,OHTA'S Corp,327.62999999999994,1528.94,109.20999999999981
SO - 0001794,In-Store,2019-01-13,USD,2,0.075,1855.9,1354.807,Wardrobes,OHTA'S Corp,139.1925,3433.415,723.8009999999999
SO - 0003620,Distributor,2019-08-15,USD,5,0.15,6117.1,3792.602,Wardrobes,OHTA'S Corp,917.565,25997.675,7034.665000000001
SO - 0001772,In-Store,2019-01-11,USD,1,0.3,1118.9,503.50500000000005,Rugs,OHTA'S Corp,335.67,783.23,279.72499999999997
SO - 0003622,Online,2019-08-10,USD,3,0.05,3832.4,2069.496,Floor Lamps,OHTA'S Corp,191.62,10922.34,4713.852
SO - 0004284,Online,2019-10-19,USD,5,0.1,241.2,173.66400000000002,Floor Lamps,OHTA'S Corp,24.12,1085.3999999999999,217.0799999999998
SO - 0006532,In-Store,2020-07-11,USD,4,0.2,1782.2,1301.006,Floor Lamps,OHTA'S Corp,356.44000000000005,5703.04,499.0159999999996
SO - 0003145,In-Store,2019-05-29,USD,2,0.05,1889.4,1209.216,Vases,OHTA'S Corp,94.47000000000001,3589.86,1171.4280000000003
SO - 0005018,Distributor,2020-01-10,USD,1,0.075,3993.2,1637.212,Vases,OHTA'S Corp,299.48999999999995,3693.71,2056.498
SO - 0007451,In-Store,2020-11-01,USD,7,0.4,944.7,472.35,Vases,OHTA'S Corp,377.88000000000005,3967.74,661.2899999999995
SO - 000115,In-Store,2018-06-20,USD,6,0.15,3932.9,3146.32,Computers,OHTA'S Corp,589.935,20057.79,1179.869999999999
SO - 0007362,In-Store,2020-10-29,USD,5,0.15,1031.8,433.356,Computers,OHTA'S Corp,154.76999999999998,4385.15,2218.37
SO - 0001364,In-Store,2018-12-03,USD,6,0.15,268.0,155.44,TV and video,OHTA'S Corp,40.199999999999996,1366.8000000000002,434.1600000000002
SO - 0001613,In-Store,2018-12-16,USD,7,0.05,917.9,743.499,TV and video,OHTA'S Corp,45.895,6104.035,899.5419999999995
SO - 0005892,Online,2020-05-10,USD,1,0.1,247.9,193.362,TV and video,OHTA'S Corp,24.790000000000003,223.11,29.74800000000002
SO - 0007248,In-Store,2020-10-04,USD,6,0.1,214.4,120.06400000000002,TV and video,OHTA'S Corp,21.44,1157.76,437.37599999999986
SO - 0007315,Online,2020-10-27,USD,7,0.05,1206.0,844.1999999999999,TV and video,OHTA'S Corp,60.300000000000004,8019.900000000001,2110.500000000001
SO - 0007761,Distributor,2020-12-04,USD,4,0.05,3859.2,2585.664,TV and video,OHTA'S Corp,192.96,14664.96,4322.303999999998
SO - 0007932,Distributor,2020-12-26,USD,6,0.15,268.0,219.76,TV and video,OHTA'S Corp,40.199999999999996,1366.8000000000002,48.24000000000024
SO - 000867,Online,2018-09-07,USD,7,0.075,1098.8,670.2679999999999,Table Lamps,OHTA'S Corp,82.41,7114.73,2422.8540000000003
SO - 0002646,Wholesale,2019-04-01,USD,4,0.05,2345.0,1618.05,Table Lamps,OHTA'S Corp,117.25,8911.0,2438.8
SO - 0003633,Online,2019-08-02,USD,4,0.1,790.6,387.394,Table Lamps,OHTA'S Corp,79.06,2846.16,1296.5839999999998
SO - 0004714,In-Store,2019-12-12,USD,8,0.4,5393.5,3128.23,Table Lamps,OHTA'S Corp,2157.4,25888.8,862.9599999999991
SO - 0005207,Online,2020-02-05,USD,1,0.05,857.6,497.408,Table Lamps,OHTA'S Corp,42.88,814.72,317.312
SO - 000663,Online,2018-08-21,USD,1,0.15,971.5,592.615,Bar Tools,OHTA'S Corp,145.725,825.775,233.15999999999997
SO - 0002124,Distributor,2019-01-26,USD,8,0.05,3899.4,3314.49,Bar Tools,OHTA'S Corp,194.97000000000003,29635.440000000002,3119.520000000004
SO - 0004009,Distributor,2019-09-20,USD,6,0.1,1065.3,830.934,Bar Tools,OHTA'S Corp,106.53,5752.62,767.0160000000005
SO - 0006273,In-Store,2020-06-24,USD,2,0.075,3356.7000000000003,1779.0510000000002,Bar Tools,OHTA'S Corp,251.7525,6209.895,2651.793
SO - 0002444,Distributor,2019-03-10,USD,7,0.05,917.9,440.592,Wall Frames,OHTA'S Corp,45.895,6104.035,3019.891
SO - 0002862,Online,2019-05-02,USD,3,0.15,1058.6,645.7460000000001,Wall Frames,OHTA'S Corp,158.79,2699.43,762.1919999999996
SO - 0005235,In-Store,2020-02-26,USD,8,0.05,2412.0,1712.52,Wall Frames,OHTA'S Corp,120.60000000000001,18331.2,4631.040000000001
SO - 000156,Distributor,2018-07-08,USD,8,0.075,1112.2,756.296,Outdoor Decor,OHTA'S Corp,83.415,8230.28,2179.9120000000003
SO - 000305,Online,2018-07-13,USD,4,0.075,3477.3,2190.699,Outdoor Decor,OHTA'S Corp,260.7975,12866.01,4103.214
SO - 000709,In-Store,2018-09-06,USD,3,0.075,3979.8,1989.9,Outdoor Decor,OHTA'S Corp,298.485,11043.945,5074.244999999999
SO - 0001198,In-Store,2018-10-28,USD,8,0.075,3993.2,3314.356,Outdoor Decor,OHTA'S Corp,299.48999999999995,29549.68,3034.8319999999985
SO - 0002398,In-Store,2019-03-27,USD,8,0.05,1996.6,1637.212,Outdoor Decor,OHTA'S Corp,99.83,15174.16,2076.464
SO - 0003659,Online,2019-08-15,USD,3,0.075,3839.1,2073.114,Outdoor Decor,OHTA'S Corp,287.9325,10653.5025,4434.1605
SO - 0004230,In-Store,2019-10-26,USD,5,0.4,1889.4,888.018,Outdoor Decor,OHTA'S Corp,755.7600000000001,5668.199999999999,1228.1099999999988
SO - 0004563,In-Store,2019-12-03,USD,2,0.4,5339.900000000001,2189.359,Outdoor Decor,OHTA'S Corp,2135.9600000000005,6407.88,2029.1620000000003
SO - 0004596,Online,2019-12-13,USD,2,0.15,1078.7,690.368,Outdoor Decor,OHTA'S Corp,161.805,1833.79,453.05399999999986
SO - 0005643,In-Store,2020-04-15,USD,5,0.075,167.5,87.10000000000001,Outdoor Decor,OHTA'S Corp,12.5625,774.6875,339.18749999999994
SO - 0001428,Wholesale,2018-11-18,USD,3,0.3,2512.5,2060.25,Table Linens,OHTA'S Corp,753.75,5276.25,-904.5
SO - 0003456,In-Store,2019-07-31,USD,4,0.05,3926.2,2905.3880000000004,Table Linens,OHTA'S Corp,196.31,14919.56,3298.007999999998
SO - 0008089,Online,2021-01-26,USD,5,0.2,3825.7,2792.761,Table Linens,OHTA'S Corp,765.14,15302.8,1338.994999999999
SO - 0001531,Online,2018-12-17,USD,1,0.075,3953.0,2174.15,Outdoor Furniture,OHTA'S Corp,296.47499999999997,3656.525,1482.375
SO - 0003721,Online,2019-08-11,USD,4,0.075,5735.2,2810.248,Outdoor Furniture,OHTA'S Corp,430.14,21220.239999999998,9979.247999999998
SO - 0005508,Online,2020-03-10,USD,8,0.075,696.8000000000001,578.344,Outdoor Furniture,OHTA'S Corp,52.260000000000005,5156.320000000001,529.5680000000002
SO - 0006237,In-Store,2020-06-02,USD,8,0.4,2646.5,1905.48,Outdoor Furniture,OHTA'S Corp,1058.6000000000001,12703.199999999999,-2540.6400000000012
SO - 000128,In-Store,2018-06-29,USD,4,0.05,3999.9,2679.9330000000004,Clocks,OHTA'S Corp,199.995,15199.62,4479.887999999999
SO - 000660,Distributor,2018-08-13,USD,2,0.05,3725.2,2570.388,Clocks,OHTA'S Corp,186.26,7077.879999999999,1937.1039999999994
SO - 0001590,Distributor,2018-12-21,USD,7,0.05,201.0,124.62,Clocks,OHTA'S Corp,10.05,1336.6499999999999,464.30999999999983
SO - 0001868,Distributor,2019-01-01,USD,3,0.075,3202.6,1985.612,Clocks,OHTA'S Corp,240.195,8887.215,2930.379
SO - 0003579,In-Store,2019-07-26,USD,4,0.15,1092.1,928.285,Clocks,OHTA'S Corp,163.81499999999997,3713.14,0.0
SO - 0005735,In-Store,2020-04-22,USD,2,0.05,1085.4,803.196,Clocks,OHTA'S Corp,54.27000000000001,2062.26,455.86800000000017
SO - 0006673,Distributor,2020-08-08,USD,2,0.4,2599.6,1637.748,Clocks,OHTA'S Corp,1039.84,3119.52,-155.9760000000001
SO - 0007664,In-Store,2020-12-07,USD,1,0.05,904.5,361.8,Clocks,OHTA'S Corp,45.225,859.275,497.47499999999997
SO - 0006781,In-Store,2020-08-23,USD,6,0.1,1098.8,582.364,Platters,OHTA'S Corp,109.88,5933.5199999999995,2439.3359999999993
SO - 0007256,Distributor,2020-09-30,USD,6,0.1,3979.8,2308.284,Platters,OHTA'S Corp,397.98,21490.920000000002,7641.216
SO - 0002187,Wholesale,2019-02-17,USD,7,0.1,3979.8,1989.9,Mirrors,OHTA'S Corp,397.98,25072.74,11143.44
SO - 0002558,Wholesale,2019-03-22,USD,8,0.15,201.0,106.53,Mirrors,OHTA'S Corp,30.15,1366.8,514.56
SO - 0007524,Online,2020-11-17,USD,5,0.05,1172.5,961.45,Mirrors,OHTA'S Corp,58.625,5569.375,762.125
SO - 000422,Wholesale,2018-07-14,USD,4,0.05,897.8000000000001,368.098,Dinnerware,OHTA'S Corp,44.89000000000001,3411.6400000000003,1939.2480000000003
SO - 0001992,Online,2019-01-16,USD,4,0.4,897.8000000000001,493.7900000000001,Dinnerware,OHTA'S Corp,359.12000000000006,2154.7200000000003,179.55999999999995
SO - 0004137,In-Store,2019-10-04,USD,4,0.05,984.9,797.769,Dinnerware,OHTA'S Corp,49.245000000000005,3742.62,551.5439999999999
SO - 0004715,Distributor,2019-12-28,USD,7,0.05,234.5,119.595,Dinnerware,OHTA'S Corp,11.725000000000001,1559.425,722.26
SO - 0004879,In-Store,2020-01-06,USD,3,0.15,2257.9,1151.529,Dinnerware,OHTA'S Corp,338.685,5757.645,2303.0580000000004
SO - 0003282,In-Store,2019-06-22,USD,7,0.2,3825.7,1912.85,Furniture Cushions,OHTA'S Corp,765.14,21423.92,8033.969999999999
SO - 0005816,Online,2020-05-02,USD,5,0.1,1989.9,895.455,Furniture Cushions,OHTA'S Corp,198.99,8954.550000000001,4477.275000000001
SO - 0006614,Online,2020-08-07,USD,6,0.05,1929.6,1562.976,Furniture Cushions,OHTA'S Corp,96.48,10998.72,1620.8639999999996
SO - 000767,Online,2018-09-11,USD,3,0.05,3899.4,2807.568,Photo Frames,OHTA'S Corp,194.97000000000003,11113.29,2690.5859999999993
SO - 0005871,Distributor,2020-05-03,USD,3,0.2,991.6,743.7,Photo Frames,OHTA'S Corp,198.32000000000002,2379.84,148.73999999999978
SO - 0002954,Online,2019-05-29,USD,3,0.05,3899.4,3119.5200000000004,Bedroom Furniture,OHTA'S Corp,194.97000000000003,11113.29,1754.7299999999996
SO - 0005608,In-Store,2020-03-25,USD,2,0.05,5654.8,3166.688000000001,Bedroom Furniture,OHTA'S Corp,282.74,10744.12,4410.743999999999
SO - 0006917,Online,2020-09-16,USD,1,0.075,1005.0,723.6,Bedroom Furniture,OHTA'S Corp,75.375,929.625,206.02499999999998
SO - 0007520,In-Store,2020-11-16,USD,4,0.075,3879.3,2366.373,Bedroom Furniture,OHTA'S Corp,290.9475,14353.41,4887.918
SO - 000991,In-Store,2018-09-24,USD,7,0.3,6197.5,4214.3,Ornaments,OHTA'S Corp,1859.25,30367.75,867.6499999999978
SO - 0002570,Online,2019-04-12,USD,1,0.05,911.2,428.264,Ornaments,OHTA'S Corp,45.56,865.6400000000001,437.3760000000001
SO - 0002692,Distributor,2019-04-17,USD,4,0.15,1293.1,724.1360000000002,Ornaments,OHTA'S Corp,193.96499999999997,4396.54,1499.9959999999992
SO - 0002876,Wholesale,2019-05-05,USD,8,0.15,1092.1,491.4450000000001,Ornaments,OHTA'S Corp,163.81499999999997,7426.28,3494.719999999999
SO - 0005882,Online,2020-05-02,USD,1,0.075,6344.900000000001,3743.491,Ornaments,OHTA'S Corp,475.8675,5869.0325,2125.5415000000003
SO - 0005946,Online,2020-05-25,USD,2,0.2,2505.8,1904.408,Ornaments,OHTA'S Corp,501.1600000000001,4009.28,200.4640000000004
SO - 0002879,In-Store,2019-05-11,USD,8,0.4,3102.1,2078.407,Cocktail Glasses,OHTA'S Corp,1240.8400000000001,14890.079999999998,-1737.1760000000031
SO - 0004939,Distributor,2020-01-26,USD,3,0.05,1051.9,820.4820000000001,Pillows,OHTA'S Corp,52.595000000000006,2997.915,536.4689999999996
SO - 0007843,In-Store,2020-12-30,USD,1,0.075,978.2,743.432,Pillows,OHTA'S Corp,73.365,904.835,161.40300000000002
SO - 0002770,In-Store,2019-04-21,USD,3,0.1,234.5,166.495,Wine Storage,OHTA'S Corp,23.450000000000003,633.1500000000001,133.66500000000008
SO - 0006368,Online,2020-07-12,USD,8,0.05,214.4,132.928,Wine Storage,OHTA'S Corp,10.72,1629.44,566.0160000000001
SO - 0004474,In-Store,2019-11-14,USD,8,0.15,1125.6,742.8960000000001,Serveware,OHTA'S Corp,168.83999999999997,7654.08,1710.9119999999994
SO - 0005693,In-Store,2020-04-22,USD,1,0.2,3082.0,2311.5,Serveware,OHTA'S Corp,616.4000000000001,2465.6,154.0999999999999
SO - 0007768,Wholesale,2020-12-20,USD,2,0.2,1212.7,582.096,Serveware,OHTA'S Corp,242.54000000000002,1940.3200000000002,776.1280000000002
SO - 0001085,Online,2018-10-22,USD,7,0.05,1768.8,707.52,Home Fragrances,OHTA'S Corp,88.44,11762.519999999999,6809.879999999999
SO - 0001480,In-Store,2018-12-03,USD,7,0.4,1916.2,1417.988,Home Fragrances,OHTA'S Corp,766.48,8048.04,-1877.876000000001
SO - 0007068,In-Store,2020-09-12,USD,4,0.4,2331.6,1865.28,Home Fragrances,OHTA'S Corp,932.64,5595.84,-1865.2799999999997
SO - 0007613,Wholesale,2020-11-16,USD,4,0.2,268.0,152.76,Home Fragrances,OHTA'S Corp,53.6,857.6,246.56000000000006
SO - 0001984,Online,2019-01-24,USD,8,0.05,2405.3,1803.975,Floral,OHTA'S Corp,120.26500000000001,18280.280000000002,3848.480000000003
SO - 0002428,Online,2019-03-27,USD,5,0.3,938.0,515.9000000000001,Floral,OHTA'S Corp,281.4,3283.0,703.4999999999995
SO - 0003714,Distributor,2019-08-21,USD,6,0.2,1192.6,536.6700000000001,Floral,OHTA'S Corp,238.51999999999998,5724.48,2504.459999999999
SO - 0004918,Online,2020-01-29,USD,8,0.075,2613.0,2168.79,Floral,OHTA'S Corp,195.975,19336.2,1985.880000000001
SO - 0006999,In-Store,2020-09-07,USD,8,0.075,917.9,780.2149999999999,Floral,OHTA'S Corp,68.8425,6792.46,550.7400000000007
SO - 0007108,Online,2020-10-04,USD,7,0.15,1011.7,819.4770000000001,Floral,OHTA'S Corp,151.755,6019.615000000001,283.27599999999984
SO - 0001152,Wholesale,2018-10-13,USD,8,0.075,1165.8,886.0079999999999,Blankets,OHTA'S Corp,87.43499999999999,8626.92,1538.8560000000007
SO - 0001935,In-Store,2019-01-22,USD,8,0.1,2887.7000000000003,1212.834,Blankets,OHTA'S Corp,288.77000000000004,20791.440000000002,11088.768000000002
SO - 0003798,Wholesale,2019-08-25,USD,8,0.05,978.2,596.702,Blankets,OHTA'S Corp,48.910000000000004,7434.320000000001,2660.7040000000006
SO - 0004751,In-Store,2019-12-27,USD,7,0.15,1172.5,515.9,Blankets,OHTA'S Corp,175.875,6976.375,3365.0750000000003
SO - 0005870,In-Store,2020-05-11,USD,3,0.05,1132.3,713.3489999999999,Blankets,OHTA'S Corp,56.615,3227.055,1087.0080000000003
SO - 0007573,Wholesale,2020-11-10,USD,5,0.075,1815.7,980.478,Blankets,OHTA'S Corp,136.1775,8397.6125,3495.2225
SO - 0001246,Wholesale,2018-10-31,USD,5,0.15,261.3,172.45800000000003,Phones,OHTA'S Corp,39.195,1110.525,248.2349999999999
SO - 0002099,Online,2019-02-23,USD,8,0.1,1098.8,933.98,Phones,OHTA'S Corp,109.88,7911.36,439.5199999999995
SO - 0002834,Wholesale,2019-05-23,USD,8,0.05,2512.5,1306.5,Phones,OHTA'S Corp,125.625,19095.0,8643.0
SO - 0005348,In-Store,2020-03-14,USD,7,0.15,1192.6,477.0400000000001,Phones,OHTA'S Corp,178.89,7095.969999999999,3756.6899999999987
SO - 0005694,In-Store,2020-04-07,USD,6,0.075,1695.1,678.0400000000001,Phones,OHTA'S Corp,127.1325,9407.805,5339.565
SO - 0007575,In-Store,2020-11-18,USD,1,0.15,2579.5,1212.365,Phones,OHTA'S Corp,386.925,2192.575,980.2099999999998
SO - 0003402,Online,2019-06-28,USD,3,0.15,737.0,412.72,Pendants,OHTA'S Corp,110.55,1879.3500000000001,641.19
SO - 000232,In-Store,2018-07-03,USD,6,0.05,1112.2,811.9060000000001,Basketball,OHTA'S Corp,55.61000000000001,6339.540000000001,1468.1040000000003
SO - 0006843,In-Store,2020-08-17,USD,3,0.1,3932.9,2084.4370000000004,Basketball,OHTA'S Corp,393.29,10618.83,4365.518999999998
SO - 0001014,Distributor,2018-10-19,USD,7,0.2,3912.8,3286.752,Wall Coverings,OHTA'S Corp,782.5600000000001,21911.68,-1095.583999999999
SO - 0002590,Wholesale,2019-04-19,USD,1,0.05,5634.7,4169.678,Candleholders,OHTA'S Corp,281.735,5352.965,1183.2870000000003
SO - 0003329,Distributor,2019-06-24,USD,3,0.2,1118.9,559.45,Candleholders,OHTA'S Corp,223.78000000000003,2685.3600000000006,1007.0100000000004
SO - 0003779,Distributor,2019-08-18,USD,3,0.05,1715.2,1011.968,Candleholders,OHTA'S Corp,85.76,4888.32,1852.4159999999997
SO - 0005692,Online,2020-04-04,USD,8,0.2,3504.1,2417.829,Candleholders,OHTA'S Corp,700.82,22426.239999999998,3083.6079999999965
SO - 0006104,Online,2020-06-16,USD,4,0.05,3999.9,2119.947,Candleholders,OHTA'S Corp,199.995,15199.62,6719.832
SO - 0002478,Distributor,2019-03-17,USD,1,0.05,1011.7,465.38200000000006,Festive,OHTA'S Corp,50.58500000000001,961.115,495.73299999999995
SO - 0002949,Online,2019-05-29,USD,7,0.05,3906.1,1601.501,Festive,OHTA'S Corp,195.305,25975.565000000002,14765.058000000003
SO - 0006607,Online,2020-08-08,USD,6,0.2,1795.6,1113.2720000000002,Festive,OHTA'S Corp,359.12,8618.880000000001,1939.2479999999996
SO - 0007347,In-Store,2020-10-26,USD,6,0.1,6023.3,3734.446,Festive,OHTA'S Corp,602.33,32525.82,10119.144
SO - 0007971,Distributor,2020-12-26,USD,2,0.2,6472.2,4012.764,Festive,OHTA'S Corp,1294.44,10355.52,2329.992
